expenditure_id,project_id,transaction_ref,amount,date,expenditure_type,status,source
68,PRJ-2026-0050,TXN-706193,20988058.25,2024-05-14,CIVIL_WORK,CLEARED,PFMS_MOCK
69,PRJ-2026-0050,TXN-898188,20988058.25,2024-06-13,CIVIL_WORK,CLEARED,PFMS_MOCK
70,PRJ-2026-0051,TXN-613106,33723261.78,2024-06-18,CIVIL_WORK,CLEARED,PFMS_MOCK
71,PRJ-2026-0052,TXN-498410,27175188.8,2024-03-31,CIVIL_WORK,CLEARED,PFMS_MOCK
72,PRJ-2026-0052,TXN-549416,27175188.8,2024-04-30,CIVIL_WORK,CLEARED,PFMS_MOCK
73,PRJ-2026-0052,TXN-763479,27175188.8,2024-05-30,CIVIL_WORK,CLEARED,PFMS_MOCK
74,PRJ-2026-0053,TXN-795996,28497155.22,2024-04-27,CIVIL_WORK,CLEARED,PFMS_MOCK
75,PRJ-2026-0054,TXN-734919,14838351.58,2024-02-28,CIVIL_WORK,CLEARED,PFMS_MOCK
76,PRJ-2026-0054,TXN-256977,14838351.58,2024-03-29,CIVIL_WORK,CLEARED,PFMS_MOCK
77,PRJ-2026-0056,TXN-307965,3633124.5,2024-04-01,CIVIL_WORK,CLEARED,PFMS_MOCK
78,PRJ-2026-0056,TXN-259428,3633124.5,2024-05-01,CIVIL_WORK,CLEARED,PFMS_MOCK
79,PRJ-2026-0058,TXN-398192,15562440.98,2024-03-18,CIVIL_WORK,CLEARED,PFMS_MOCK
80,PRJ-2026-0058,TXN-244462,15562440.98,2024-04-17,CIVIL_WORK,CLEARED,PFMS_MOCK
81,PRJ-2026-0058,TXN-884433,15562440.98,2024-05-17,CIVIL_WORK,CLEARED,PFMS_MOCK
82,PRJ-2026-0060,TXN-557600,19083550.98,2024-04-05,CIVIL_WORK,CLEARED,PFMS_MOCK
83,PRJ-2026-0061,TXN-481408,21946133.12,2024-06-16,CIVIL_WORK,CLEARED,PFMS_MOCK
84,PRJ-2026-0061,TXN-277770,21946133.12,2024-07-16,CIVIL_WORK,CLEARED,PFMS_MOCK
85,PRJ-2026-0062,TXN-832539,4882246.71,2024-05-24,CIVIL_WORK,CLEARED,PFMS_MOCK
86,PRJ-2026-0062,TXN-688399,4882246.71,2024-06-23,CIVIL_WORK,CLEARED,PFMS_MOCK
87,PRJ-2026-0062,TXN-130194,4882246.71,2024-07-23,CIVIL_WORK,CLEARED,PFMS_MOCK
88,PRJ-2026-0063,TXN-241152,24248466.7,2024-04-14,CIVIL_WORK,CLEARED,PFMS_MOCK
89,PRJ-2026-0064,TXN-772563,3983589.04,2024-04-09,CIVIL_WORK,CLEARED,PFMS_MOCK
90,PRJ-2026-0064,TXN-285517,3983589.04,2024-05-09,CIVIL_WORK,CLEARED,PFMS_MOCK
91,PRJ-2026-0066,TXN-368598,2030738.91,2024-05-12,CIVIL_WORK,CLEARED,PFMS_MOCK
92,PRJ-2026-0066,TXN-444250,2030738.91,2024-06-11,CIVIL_WORK,CLEARED,PFMS_MOCK
93,PRJ-2026-0066,TXN-316382,2030738.91,2024-07-11,CIVIL_WORK,CLEARED,PFMS_MOCK
94,PRJ-2026-0067,TXN-764675,21295660.73,2024-03-25,CIVIL_WORK,CLEARED,PFMS_MOCK
95,PRJ-2026-0067,TXN-499694,21295660.73,2024-04-24,CIVIL_WORK,CLEARED,PFMS_MOCK
96,PRJ-2026-0069,TXN-814775,9494056.37,2024-03-08,CIVIL_WORK,CLEARED,PFMS_MOCK
97,PRJ-2026-0069,TXN-340866,9494056.37,2024-04-07,CIVIL_WORK,CLEARED,PFMS_MOCK
98,PRJ-2026-0072,TXN-806328,11410482.7,2024-05-18,CIVIL_WORK,CLEARED,PFMS_MOCK
99,PRJ-2026-0072,TXN-814289,11410482.7,2024-06-17,CIVIL_WORK,CLEARED,PFMS_MOCK
100,PRJ-2026-0072,TXN-502260,11410482.7,2024-07-17,CIVIL_WORK,CLEARED,PFMS_MOCK
101,PRJ-2026-0073,TXN-409809,8286737.45,2024-05-14,CIVIL_WORK,CLEARED,PFMS_MOCK
102,PRJ-2026-0073,TXN-667652,8286737.45,2024-06-13,CIVIL_WORK,CLEARED,PFMS_MOCK
103,PRJ-2026-0077,TXN-651996,36279669.16,2024-05-26,CIVIL_WORK,CLEARED,PFMS_MOCK
104,PRJ-2026-0078,TXN-267303,16428701.93,2024-04-02,CIVIL_WORK,CLEARED,PFMS_MOCK
105,PRJ-2026-0079,TXN-196965,2714318.28,2024-05-09,CIVIL_WORK,CLEARED,PFMS_MOCK
106,PRJ-2026-0079,TXN-640437,2714318.28,2024-06-08,CIVIL_WORK,CLEARED,PFMS_MOCK
107,PRJ-2026-0079,TXN-873251,2714318.28,2024-07-08,CIVIL_WORK,CLEARED,PFMS_MOCK
108,PRJ-2026-0080,TXN-175572,41226426.23,2024-04-14,CIVIL_WORK,CLEARED,PFMS_MOCK
109,PRJ-2026-0082,TXN-953380,27378817.43,2024-03-04,CIVIL_WORK,CLEARED,PFMS_MOCK
110,PRJ-2026-0082,TXN-801785,27378817.43,2024-04-03,CIVIL_WORK,CLEARED,PFMS_MOCK
111,PRJ-2026-0085,TXN-617817,2580145.37,2024-03-06,CIVIL_WORK,CLEARED,PFMS_MOCK
112,PRJ-2026-0085,TXN-818629,2580145.37,2024-04-05,CIVIL_WORK,CLEARED,PFMS_MOCK
113,PRJ-2026-0085,TXN-826814,2580145.37,2024-05-05,CIVIL_WORK,CLEARED,PFMS_MOCK
114,PRJ-2026-0086,TXN-754161,28132961.49,2024-03-16,CIVIL_WORK,CLEARED,PFMS_MOCK
115,PRJ-2026-0086,TXN-805004,28132961.49,2024-04-15,CIVIL_WORK,CLEARED,PFMS_MOCK
116,PRJ-2026-0087,TXN-689381,26487758.9,2024-05-14,CIVIL_WORK,CLEARED,PFMS_MOCK
117,PRJ-2026-0092,TXN-213265,63606341.17,2024-06-14,CIVIL_WORK,CLEARED,PFMS_MOCK
118,PRJ-2026-0092,TXN-210586,63606341.17,2024-07-14,CIVIL_WORK,CLEARED,PFMS_MOCK
119,PRJ-2026-0093,TXN-417908,4300378.22,2024-05-05,CIVIL_WORK,CLEARED,PFMS_MOCK
120,PRJ-2026-0093,TXN-187571,4300378.22,2024-06-04,CIVIL_WORK,CLEARED,PFMS_MOCK
121,PRJ-2026-0094,TXN-955305,7770274.52,2024-03-31,CIVIL_WORK,CLEARED,PFMS_MOCK
122,PRJ-2026-0094,TXN-683024,7770274.52,2024-04-30,CIVIL_WORK,CLEARED,PFMS_MOCK
123,PRJ-2026-0096,TXN-962431,3761333.1,2024-03-16,CIVIL_WORK,CLEARED,PFMS_MOCK
124,PRJ-2026-0096,TXN-611029,3761333.1,2024-04-15,CIVIL_WORK,CLEARED,PFMS_MOCK
125,PRJ-2026-0096,TXN-145146,3761333.1,2024-05-15,CIVIL_WORK,CLEARED,PFMS_MOCK
126,PRJ-2026-0097,TXN-843761,14143791.07,2024-06-07,CIVIL_WORK,CLEARED,PFMS_MOCK
127,PRJ-2026-0097,TXN-512488,14143791.07,2024-07-07,CIVIL_WORK,CLEARED,PFMS_MOCK
128,PRJ-2026-0099,TXN-801948,13615504.62,2024-05-18,CIVIL_WORK,CLEARED,PFMS_MOCK
129,PRJ-2026-0099,TXN-615637,13615504.62,2024-06-17,CIVIL_WORK,CLEARED,PFMS_MOCK
130,PRJ-2026-0099,TXN-517369,13615504.62,2024-07-17,CIVIL_WORK,CLEARED,PFMS_MOCK
131,PRJ-2026-0100,TXN-881317,2222312.23,2024-04-08,CIVIL_WORK,CLEARED,PFMS_MOCK
132,PRJ-2026-0100,TXN-485594,2222312.23,2024-05-08,CIVIL_WORK,CLEARED,PFMS_MOCK
133,PRJ-2026-0100,TXN-674621,2222312.23,2024-06-07,CIVIL_WORK,CLEARED,PFMS_MOCK
134,PRJ-2026-0101,TXN-328021,59840766.11,2024-04-14,CIVIL_WORK,CLEARED,PFMS_MOCK
135,PRJ-2026-0102,TXN-406209,45279113.82,2024-04-20,CIVIL_WORK,CLEARED,PFMS_MOCK
136,PRJ-2026-0102,TXN-714605,45279113.82,2024-05-20,CIVIL_WORK,CLEARED,PFMS_MOCK
137,PRJ-2026-0102,TXN-968388,45279113.82,2024-06-19,CIVIL_WORK,CLEARED,PFMS_MOCK
138,PRJ-2026-0103,TXN-180431,17400724.39,2024-05-12,CIVIL_WORK,CLEARED,PFMS_MOCK
139,PRJ-2026-0103,TXN-498257,17400724.39,2024-06-11,CIVIL_WORK,CLEARED,PFMS_MOCK
140,PRJ-2026-0104,TXN-264705,17276998.81,2024-05-20,CIVIL_WORK,CLEARED,PFMS_MOCK
141,PRJ-2026-0104,TXN-110413,17276998.81,2024-06-19,CIVIL_WORK,CLEARED,PFMS_MOCK
142,PRJ-2026-0109,TXN-715828,17152521.77,2024-06-14,CIVIL_WORK,CLEARED,PFMS_MOCK
143,PRJ-2026-0109,TXN-459317,17152521.77,2024-07-14,CIVIL_WORK,CLEARED,PFMS_MOCK
144,PRJ-2026-0109,TXN-426238,17152521.77,2024-08-13,CIVIL_WORK,CLEARED,PFMS_MOCK
145,PRJ-2026-0112,TXN-870047,7435791.8,2024-04-23,CIVIL_WORK,CLEARED,PFMS_MOCK
146,PRJ-2026-0112,TXN-230705,7435791.8,2024-05-23,CIVIL_WORK,CLEARED,PFMS_MOCK
147,PRJ-2026-0112,TXN-572802,7435791.8,2024-06-22,CIVIL_WORK,CLEARED,PFMS_MOCK
148,PRJ-2026-0113,TXN-146710,69720921.75,2024-05-25,CIVIL_WORK,CLEARED,PFMS_MOCK
149,PRJ-2026-0113,TXN-194625,69720921.75,2024-06-24,CIVIL_WORK,CLEARED,PFMS_MOCK
150,PRJ-2026-0115,TXN-334784,50219908.12,2024-03-06,CIVIL_WORK,CLEARED,PFMS_MOCK
151,PRJ-2026-0116,TXN-988799,3207079.65,2024-06-12,CIVIL_WORK,CLEARED,PFMS_MOCK
152,PRJ-2026-0116,TXN-841141,3207079.65,2024-07-12,CIVIL_WORK,CLEARED,PFMS_MOCK
153,PRJ-2026-0116,TXN-826156,3207079.65,2024-08-11,CIVIL_WORK,CLEARED,PFMS_MOCK
154,PRJ-2026-0117,TXN-563899,20294268.26,2024-05-25,CIVIL_WORK,CLEARED,PFMS_MOCK
155,PRJ-2026-0119,TXN-267082,2509251.55,2024-03-14,CIVIL_WORK,CLEARED,PFMS_MOCK
156,PRJ-2026-0119,TXN-522633,2509251.55,2024-04-13,CIVIL_WORK,CLEARED,PFMS_MOCK
157,PRJ-2026-0119,TXN-949320,2509251.55,2024-05-13,CIVIL_WORK,CLEARED,PFMS_MOCK
158,PRJ-2026-0122,TXN-148335,32928712.29,2024-05-11,CIVIL_WORK,CLEARED,PFMS_MOCK
159,PRJ-2026-0122,TXN-502960,32928712.29,2024-06-10,CIVIL_WORK,CLEARED,PFMS_MOCK
160,PRJ-2026-0126,TXN-842952,12043238.02,2024-06-03,CIVIL_WORK,CLEARED,PFMS_MOCK
161,PRJ-2026-0126,TXN-469587,12043238.02,2024-07-03,CIVIL_WORK,CLEARED,PFMS_MOCK
162,PRJ-2026-0127,TXN-242255,99346695.69,2024-03-01,CIVIL_WORK,CLEARED,PFMS_MOCK
163,PRJ-2026-0128,TXN-190776,18786838.69,2024-04-14,CIVIL_WORK,CLEARED,PFMS_MOCK
164,PRJ-2026-0130,TXN-915260,8111911.44,2024-05-19,CIVIL_WORK,CLEARED,PFMS_MOCK
165,PRJ-2026-0130,TXN-607479,8111911.44,2024-06-18,CIVIL_WORK,CLEARED,PFMS_MOCK
166,PRJ-2026-0130,TXN-314986,8111911.44,2024-07-18,CIVIL_WORK,CLEARED,PFMS_MOCK
167,PRJ-2026-0133,TXN-364642,38535948.34,2024-06-05,CIVIL_WORK,CLEARED,PFMS_MOCK
168,PRJ-2026-0133,TXN-891296,38535948.34,2024-07-05,CIVIL_WORK,CLEARED,PFMS_MOCK
169,PRJ-2026-0133,TXN-503463,38535948.34,2024-08-04,CIVIL_WORK,CLEARED,PFMS_MOCK
170,PRJ-2026-0134,TXN-798628,5711662.15,2024-04-06,CIVIL_WORK,CLEARED,PFMS_MOCK
171,PRJ-2026-0134,TXN-254094,5711662.15,2024-05-06,CIVIL_WORK,CLEARED,PFMS_MOCK
172,PRJ-2026-0134,TXN-997260,5711662.15,2024-06-05,CIVIL_WORK,CLEARED,PFMS_MOCK
173,PRJ-2026-0135,TXN-503376,30613636.53,2024-05-22,CIVIL_WORK,CLEARED,PFMS_MOCK
174,PRJ-2026-0135,TXN-960207,30613636.53,2024-06-21,CIVIL_WORK,CLEARED,PFMS_MOCK
175,PRJ-2026-0135,TXN-212622,30613636.53,2024-07-21,CIVIL_WORK,CLEARED,PFMS_MOCK
176,PRJ-2026-0138,TXN-356969,2247999.85,2024-04-19,CIVIL_WORK,CLEARED,PFMS_MOCK
177,PRJ-2026-0138,TXN-756251,2247999.85,2024-05-19,CIVIL_WORK,CLEARED,PFMS_MOCK
178,PRJ-2026-0138,TXN-570488,2247999.85,2024-06-18,CIVIL_WORK,CLEARED,PFMS_MOCK
179,PRJ-2026-0139,TXN-403897,14693690.97,2024-05-28,CIVIL_WORK,CLEARED,PFMS_MOCK
180,PRJ-2026-0139,TXN-951500,14693690.97,2024-06-27,CIVIL_WORK,CLEARED,PFMS_MOCK
181,PRJ-2026-0139,TXN-876075,14693690.97,2024-07-27,CIVIL_WORK,CLEARED,PFMS_MOCK
182,PRJ-2026-0140,TXN-326098,10428659.74,2024-04-08,CIVIL_WORK,CLEARED,PFMS_MOCK
183,PRJ-2026-0140,TXN-410013,10428659.74,2024-05-08,CIVIL_WORK,CLEARED,PFMS_MOCK
184,PRJ-2026-0141,TXN-731182,8655583.91,2024-03-23,CIVIL_WORK,CLEARED,PFMS_MOCK
185,PRJ-2026-0141,TXN-998206,8655583.91,2024-04-22,CIVIL_WORK,CLEARED,PFMS_MOCK
186,PRJ-2026-0143,TXN-640088,9518271.13,2024-04-18,CIVIL_WORK,CLEARED,PFMS_MOCK
187,PRJ-2026-0143,TXN-937280,9518271.13,2024-05-18,CIVIL_WORK,CLEARED,PFMS_MOCK
188,PRJ-2026-0144,TXN-271290,46650333.43,2024-04-23,CIVIL_WORK,CLEARED,PFMS_MOCK
189,PRJ-2026-0147,TXN-844058,9259397.46,2024-05-06,CIVIL_WORK,CLEARED,PFMS_MOCK
190,PRJ-2026-0147,TXN-553030,9259397.46,2024-06-05,CIVIL_WORK,CLEARED,PFMS_MOCK
191,PRJ-2026-0150,TXN-593307,25159983.16,2024-05-19,CIVIL_WORK,CLEARED,PFMS_MOCK
192,PRJ-2026-0151,TXN-422536,9286173.34,2024-03-30,CIVIL_WORK,CLEARED,PFMS_MOCK
193,PRJ-2026-0152,TXN-296539,4838483.73,2024-03-09,CIVIL_WORK,CLEARED,PFMS_MOCK
194,PRJ-2026-0152,TXN-773760,4838483.73,2024-04-08,CIVIL_WORK,CLEARED,PFMS_MOCK
195,PRJ-2026-0152,TXN-609611,4838483.73,2024-05-08,CIVIL_WORK,CLEARED,PFMS_MOCK
196,PRJ-2026-0153,TXN-453901,5090150.93,2024-06-07,CIVIL_WORK,CLEARED,PFMS_MOCK
197,PRJ-2026-0153,TXN-566681,5090150.93,2024-07-07,CIVIL_WORK,CLEARED,PFMS_MOCK
198,PRJ-2026-0153,TXN-267028,5090150.93,2024-08-06,CIVIL_WORK,CLEARED,PFMS_MOCK
199,PRJ-2026-0154,TXN-480775,42104550.62,2024-03-28,CIVIL_WORK,CLEARED,PFMS_MOCK
200,PRJ-2026-0155,TXN-512828,56713897.91,2024-05-09,CIVIL_WORK,CLEARED,PFMS_MOCK
201,PRJ-2026-0157,TXN-706831,97789820.78,2024-06-10,CIVIL_WORK,CLEARED,PFMS_MOCK
202,PRJ-2026-0160,TXN-240857,25286410.59,2024-04-07,CIVIL_WORK,CLEARED,PFMS_MOCK
203,PRJ-2026-0160,TXN-534667,25286410.59,2024-05-07,CIVIL_WORK,CLEARED,PFMS_MOCK
204,PRJ-2026-0160,TXN-267329,25286410.59,2024-06-06,CIVIL_WORK,CLEARED,PFMS_MOCK
205,PRJ-2026-0161,TXN-784551,18799721.66,2024-03-23,CIVIL_WORK,CLEARED,PFMS_MOCK
206,PRJ-2026-0161,TXN-113665,18799721.66,2024-04-22,CIVIL_WORK,CLEARED,PFMS_MOCK
207,PRJ-2026-0162,TXN-655016,26250531.75,2024-06-07,CIVIL_WORK,CLEARED,PFMS_MOCK
208,PRJ-2026-0165,TXN-154345,53325637.29,2024-03-04,CIVIL_WORK,CLEARED,PFMS_MOCK
209,PRJ-2026-0167,TXN-332818,20563072.42,2024-03-13,CIVIL_WORK,CLEARED,PFMS_MOCK
210,PRJ-2026-0168,TXN-690244,8160125.89,2024-04-09,CIVIL_WORK,CLEARED,PFMS_MOCK
211,PRJ-2026-0168,TXN-957065,8160125.89,2024-05-09,CIVIL_WORK,CLEARED,PFMS_MOCK
212,PRJ-2026-0168,TXN-138068,8160125.89,2024-06-08,CIVIL_WORK,CLEARED,PFMS_MOCK
213,PRJ-2026-0169,TXN-764054,54695169.22,2024-03-06,CIVIL_WORK,CLEARED,PFMS_MOCK
214,PRJ-2026-0170,TXN-965262,9604868.69,2024-05-27,CIVIL_WORK,CLEARED,PFMS_MOCK
215,PRJ-2026-0170,TXN-538200,9604868.69,2024-06-26,CIVIL_WORK,CLEARED,PFMS_MOCK
216,PRJ-2026-0171,TXN-115198,15793921.77,2024-05-04,CIVIL_WORK,CLEARED,PFMS_MOCK
217,PRJ-2026-0172,TXN-646854,30851073.53,2024-05-16,CIVIL_WORK,CLEARED,PFMS_MOCK
218,PRJ-2026-0172,TXN-329530,30851073.53,2024-06-15,CIVIL_WORK,CLEARED,PFMS_MOCK
219,PRJ-2026-0172,TXN-353426,30851073.53,2024-07-15,CIVIL_WORK,CLEARED,PFMS_MOCK
220,PRJ-2026-0174,TXN-530668,9201543.07,2024-03-25,CIVIL_WORK,CLEARED,PFMS_MOCK
221,PRJ-2026-0174,TXN-314368,9201543.07,2024-04-24,CIVIL_WORK,CLEARED,PFMS_MOCK
222,PRJ-2026-0175,TXN-844643,26738725.78,2024-04-16,CIVIL_WORK,CLEARED,PFMS_MOCK
223,PRJ-2026-0175,TXN-974849,26738725.78,2024-05-16,CIVIL_WORK,CLEARED,PFMS_MOCK
224,PRJ-2026-0176,TXN-452657,24202700.31,2024-05-22,CIVIL_WORK,CLEARED,PFMS_MOCK
225,PRJ-2026-0176,TXN-653654,24202700.31,2024-06-21,CIVIL_WORK,CLEARED,PFMS_MOCK
226,PRJ-2026-0177,TXN-553636,8610397.94,2024-04-25,CIVIL_WORK,CLEARED,PFMS_MOCK
227,PRJ-2026-0177,TXN-162250,8610397.94,2024-05-25,CIVIL_WORK,CLEARED,PFMS_MOCK
228,PRJ-2026-0177,TXN-100191,8610397.94,2024-06-24,CIVIL_WORK,CLEARED,PFMS_MOCK
229,PRJ-2026-0178,TXN-588861,19818218.05,2024-05-25,CIVIL_WORK,CLEARED,PFMS_MOCK
230,PRJ-2026-0178,TXN-961752,19818218.05,2024-06-24,CIVIL_WORK,CLEARED,PFMS_MOCK
231,PRJ-2026-0182,TXN-501797,6187623.63,2024-05-12,CIVIL_WORK,CLEARED,PFMS_MOCK
232,PRJ-2026-0183,TXN-902486,19947358.36,2024-05-02,CIVIL_WORK,CLEARED,PFMS_MOCK
233,PRJ-2026-0187,TXN-119704,34291983.32,2024-05-30,CIVIL_WORK,CLEARED,PFMS_MOCK
234,PRJ-2026-0187,TXN-322389,34291983.32,2024-06-29,CIVIL_WORK,CLEARED,PFMS_MOCK
235,PRJ-2026-0187,TXN-978732,34291983.32,2024-07-29,CIVIL_WORK,CLEARED,PFMS_MOCK
236,PRJ-2026-0188,TXN-583137,7658982.78,2024-06-11,CIVIL_WORK,CLEARED,PFMS_MOCK
